ktestWM foad1.sh-out/Dev-out-39/devtest.ktest foad1.sh-out/Dev-out-41/devtest.ktest foad1.sh-out/Dev-out-43/devtest.ktest foad1.sh-out/Dev-out-45/devtest.ktest foad1.sh-out/Dev-out-47/devtest.ktest foad1.sh-out/Dev-out-49/devtest.ktest status.sh-out/Dev-out-2/devtest.ktest status.sh-out/Dev-out-6/devtest.ktest regression_regression.sh-out/Dev-out-0/devtest.ktest
grep/5683 1 1 1 1 1 1 1 1 1
grep/5682 1 1 1 1 1 1 1 1 1
grep/5681 1 1 1 1 1 1 1 1 1
grep/5680 1 1 1 1 1 1 1 1 1
grep/8346 1 1 1 1 1 1 1 1 1
grep/8746 1 1 1 1 1 1 1 1 1
grep/416 1 1 1 1 1 1 1 1 1
grep/417 1 1 1 1 1 1 1 1 1
grep/414 1 1 1 1 1 1 1 1 1
grep/415 1 1 1 1 1 1 1 1 1
grep/412 1 1 1 1 1 1 1 1 1
grep/413 1 1 1 1 1 1 1 1 1
grep/2301 1 1 1 1 1 1 1 1 1
grep/2300 1 1 1 1 1 1 1 1 1
grep/418 1 1 1 1 1 1 1 1 1
grep/2308 1 1 1 1 1 1 1 1 1
grep/6817 1 1 1 1 1 1 1 1 1
grep/6816 1 1 1 1 1 1 1 1 1
grep/6815 1 1 1 1 1 1 1 1 1
grep/6814 1 1 1 1 1 1 1 1 1
grep/6813 1 1 1 1 1 1 1 1 1
grep/498 1 1 1 1 1 1 1 1 1
grep/6811 1 1 1 1 1 1 1 1 1
grep/6810 1 1 1 1 1 1 1 1 1
grep/499 1 1 1 1 1 1 1 1 1
grep/6819 1 1 1 1 1 1 1 1 1
grep/6818 1 1 1 1 1 1 1 1 1
grep/5355 1 1 1 1 1 1 1 1 1
grep/5354 1 1 1 1 1 1 1 1 1
grep/5357 1 1 1 1 1 1 1 1 1
grep/5356 1 1 1 1 1 1 1 1 1
grep/5351 1 1 1 1 1 1 1 1 1
grep/5350 1 1 1 1 1 1 1 1 1
grep/5353 1 1 1 1 1 1 1 1 1
grep/5352 1 1 1 1 1 1 1 1 1
grep/5359 1 1 1 1 1 1 1 1 1
grep/5358 1 1 1 1 1 1 1 1 1
grep/1456 1 1 1 1 1 1 1 1 1
grep/1457 1 1 1 1 1 1 1 1 1
grep/678 1 1 1 1 1 1 1 1 1
grep/1455 1 1 1 1 1 1 1 1 1
grep/1452 1 1 1 1 1 1 1 1 1
grep/1453 1 1 1 1 1 1 1 1 1
grep/1450 1 1 1 1 1 1 1 1 1
grep/1451 1 1 1 1 1 1 1 1 1
grep/672 1 1 1 1 1 1 1 1 1
grep/673 1 1 1 1 1 1 1 1 1
grep/670 1 1 1 1 1 1 1 1 1
grep/676 1 1 1 1 1 1 1 1 1
grep/674 1 1 1 1 1 1 1 1 1
grep/675 1 1 1 1 1 1 1 1 1
grep/490 1 1 1 1 1 1 1 1 1
grep/491 1 1 1 1 1 1 1 1 1
grep/8795 1 1 1 1 1 1 1 1 1
grep/6899 1 1 1 1 1 1 1 1 1
grep/6898 1 1 1 1 1 1 1 1 1
grep/6897 1 1 1 1 1 1 1 1 1
grep/6896 1 1 1 1 1 1 1 1 1
grep/6109 1 1 1 1 1 1 1 1 1
grep/6108 1 1 1 1 1 1 1 1 1
grep/6101 1 1 1 1 1 1 1 1 1
grep/6100 1 1 1 1 1 1 1 1 1
grep/6103 1 1 1 1 1 1 1 1 1
grep/6102 1 1 1 1 1 1 1 1 1
grep/6105 1 1 1 1 1 1 1 1 1
grep/6104 1 1 1 1 1 1 1 1 1
grep/6107 1 1 1 1 1 1 1 1 1
grep/6106 1 1 1 1 1 1 1 1 1
grep/3168 1 1 1 1 1 1 1 1 1
grep/3169 1 1 1 1 1 1 1 1 1
grep/3164 1 1 1 1 1 1 1 1 1
grep/3165 1 1 1 1 1 1 1 1 1
grep/3166 1 1 1 1 1 1 1 1 1
grep/3167 1 1 1 1 1 1 1 1 1
grep/3160 1 1 1 1 1 1 1 1 1
grep/3161 1 1 1 1 1 1 1 1 1
grep/3162 1 1 1 1 1 1 1 1 1
grep/3163 1 1 1 1 1 1 1 1 1
grep/9020 1 1 1 1 1 1 1 1 1
grep/4671 1 1 1 1 1 1 1 1 1
grep/4670 1 1 1 1 1 1 1 1 1
grep/4857 1 1 1 1 1 1 1 1 1
grep/9558 1 1 1 1 1 1 1 1 1
grep/6598 1 1 1 1 1 1 1 1 1
grep/4674 1 1 1 1 1 1 1 1 1
grep/4677 1 1 1 1 1 1 1 1 1
grep/4676 1 1 1 1 1 1 1 1 1
grep/2268 1 1 1 1 1 1 1 1 1
grep/2269 1 1 1 1 1 1 1 1 1
grep/9025 1 1 1 1 1 1 1 1 1
grep/2967 1 1 1 1 1 1 1 1 1
grep/2966 1 1 1 1 1 1 1 1 1
grep/986 1 1 1 1 1 1 1 1 1
grep/2952 1 1 1 1 1 1 1 1 1
grep/2953 1 1 1 1 1 1 1 1 1
grep/2482 1 1 1 1 1 1 1 1 0
grep/2483 1 1 1 1 1 1 1 1 0
grep/2484 1 1 1 1 1 1 1 1 0
grep/2485 1 1 1 1 1 1 1 1 1
grep/2486 1 1 1 1 1 1 1 1 1
grep/2955 1 1 1 1 1 1 1 1 1
grep/2488 1 1 1 1 1 1 1 1 1
grep/980 1 1 1 1 1 1 1 1 0
grep/2958 1 1 1 1 1 1 1 1 1
grep/2959 1 1 1 1 1 1 1 1 1
grep/753 1 1 1 1 1 1 1 1 1
grep/2962 1 1 1 1 1 1 1 1 1
grep/8190 1 1 1 1 1 1 1 1 1
grep/8191 1 1 1 1 1 1 1 1 1
grep/8192 1 1 1 1 1 1 1 1 1
grep/752 1 1 1 1 1 1 1 1 1
grep/8194 1 1 1 1 1 1 1 1 1
grep/982 1 1 1 1 1 1 1 1 0
grep/8196 1 1 1 1 1 1 1 1 1
grep/8197 1 1 1 1 1 1 1 1 1
grep/8198 1 1 1 1 1 1 1 1 1
grep/2264 1 1 1 1 1 1 1 1 1
grep/8628 1 1 1 1 1 1 1 1 1
grep/983 1 1 1 1 1 1 1 1 1
grep/2265 1 1 1 1 1 1 1 1 1
grep/757 1 1 1 1 1 1 1 1 1
grep/756 1 1 1 1 1 1 1 1 1
grep/7199 1 1 1 1 1 1 1 1 1
grep/7198 1 1 1 1 1 1 1 1 1
grep/7216 1 1 1 1 1 1 1 1 1
grep/7217 1 1 1 1 1 1 1 1 1
grep/7214 1 1 1 1 1 1 1 1 1
grep/7215 1 1 1 1 1 1 1 1 1
grep/7212 1 1 1 1 1 1 1 1 1
grep/7213 1 1 1 1 1 1 1 1 1
grep/7210 1 1 1 1 1 1 1 1 1
grep/7211 1 1 1 1 1 1 1 1 1
grep/7448 1 1 1 1 1 1 1 1 1
grep/7218 1 1 1 1 1 1 1 1 1
grep/7219 1 1 1 1 1 1 1 1 1
grep/8446 1 1 1 1 1 1 1 1 1
grep/8447 1 1 1 1 1 1 1 1 1
grep/8444 1 1 1 1 1 1 1 1 1
grep/8445 1 1 1 1 1 1 1 1 1
grep/8442 1 1 1 1 1 1 1 1 1
grep/8443 1 1 1 1 1 1 1 1 1
grep/8440 1 1 1 1 1 1 1 1 1
grep/8441 1 1 1 1 1 1 1 1 1
grep/8448 1 1 1 1 1 1 1 1 1
grep/8449 1 1 1 1 1 1 1 1 1
grep/8614 1 1 1 1 1 1 1 1 1
grep/1772 1 1 1 1 1 1 1 1 1
grep/9041 1 1 1 1 1 1 1 1 1
grep/9866 1 1 1 1 1 1 1 1 1
grep/9865 1 1 1 1 1 1 1 1 1
grep/9864 1 1 1 1 1 1 1 1 1
grep/9863 1 1 1 1 1 1 1 1 1
grep/9862 1 1 1 1 1 1 1 1 1
grep/9860 1 1 1 1 1 1 1 1 1
grep/9869 1 1 1 1 1 1 1 1 1
grep/9868 1 1 1 1 1 1 1 1 1
grep/1139 1 1 1 1 1 1 1 1 1
grep/1138 1 1 1 1 1 1 1 1 1
grep/1135 1 1 1 1 1 1 1 1 0
grep/1134 1 1 1 1 1 1 1 1 1
grep/1137 1 1 1 1 1 1 1 1 0
grep/1136 1 1 1 1 1 1 1 1 1
grep/1131 1 1 1 1 1 1 1 1 1
grep/1130 1 1 1 1 1 1 1 1 0
grep/1133 1 1 1 1 1 1 1 1 0
grep/1132 1 1 1 1 1 1 1 1 1
grep/4749 1 1 1 1 1 1 1 1 1
grep/4748 1 1 1 1 1 1 1 1 1
grep/4741 1 1 1 1 1 1 1 1 1
grep/4740 1 1 1 1 1 1 1 1 1
grep/4743 1 1 1 1 1 1 1 1 1
grep/4742 1 1 1 1 1 1 1 1 1
grep/4745 1 1 1 1 1 1 1 1 1
grep/4744 1 1 1 1 1 1 1 1 1
grep/4747 1 1 1 1 1 1 1 1 1
grep/4746 1 1 1 1 1 1 1 1 1
grep/9711 1 1 1 1 1 1 1 1 1
grep/9710 1 1 1 1 1 1 1 1 1
grep/9712 1 1 1 1 1 1 1 1 1
grep/9043 1 1 1 1 1 1 1 1 1
grep/1683 1 1 1 1 1 1 1 1 1
grep/1682 1 1 1 1 1 1 1 1 1
grep/1681 1 1 1 1 1 1 1 1 1
grep/1680 1 1 1 1 1 1 1 1 1
grep/1687 1 1 1 1 1 1 1 1 1
grep/1686 1 1 1 1 1 1 1 1 1
grep/1685 1 1 1 1 1 1 1 1 1
grep/1684 1 1 1 1 1 1 1 1 1
grep/1689 1 1 1 1 1 1 1 1 1
grep/1688 1 1 1 1 1 1 1 1 1
grep/356 1 1 1 1 1 1 1 1 1
grep/3964 1 1 1 1 1 1 1 1 1
grep/4245 1 1 1 1 1 1 1 1 1
grep/9045 1 1 1 1 1 1 1 1 1
grep/4246 1 1 1 1 1 1 1 1 1
grep/3211 1 1 1 1 1 1 1 1 1
grep/4240 1 1 1 1 1 1 1 1 1
grep/935 1 1 1 1 1 1 1 1 1
grep/3217 1 1 1 1 1 1 1 1 1
grep/4242 1 1 1 1 1 1 1 1 1
grep/9044 1 1 1 1 1 1 1 1 1
grep/4243 1 1 1 1 1 1 1 1 1
grep/7995 1 1 1 1 1 1 1 1 1
grep/6488 1 1 1 1 1 1 1 1 1
grep/6489 1 1 1 1 1 1 1 1 1
grep/7994 1 1 1 1 1 1 1 1 1
grep/6484 1 1 1 1 1 1 1 1 1
grep/6485 1 1 1 1 1 1 1 1 1
grep/6486 1 1 1 1 1 1 1 1 1
grep/6487 1 1 1 1 1 1 1 1 1
grep/4538 1 1 1 1 1 1 1 1 1
grep/6483 1 1 1 1 1 1 1 1 1
grep/7996 1 1 1 1 1 1 1 1 1
grep/9047 1 1 1 1 1 1 1 1 1
grep/829 1 1 1 1 1 1 1 1 1
grep/4248 1 1 1 1 1 1 1 1 1
grep/828 1 1 1 1 1 1 1 1 1
grep/4249 1 1 1 1 1 1 1 1 1
grep/827 1 1 1 1 1 1 1 1 1
grep/7993 1 1 1 1 1 1 1 1 1
grep/10043 1 1 1 1 1 1 1 1 1
grep/7992 1 1 1 1 1 1 1 1 1
grep/825 1 1 1 1 1 1 1 1 1
grep/2170 1 1 1 1 1 1 1 1 1
grep/2171 1 1 1 1 1 1 1 1 1
grep/2172 1 1 1 1 1 1 1 1 1
grep/2173 1 1 1 1 1 1 1 1 1
grep/2174 1 1 1 1 1 1 1 1 1
grep/2175 1 1 1 1 1 1 1 1 1
grep/2176 1 1 1 1 1 1 1 1 1
grep/2177 1 1 1 1 1 1 1 1 1
grep/2178 1 1 1 1 1 1 1 1 1
grep/2179 1 1 1 1 1 1 1 1 1
grep/822 1 1 1 1 1 1 1 1 1
grep/6662 1 1 1 1 1 1 1 1 1
grep/6663 1 1 1 1 1 1 1 1 1
grep/6664 1 1 1 1 1 1 1 1 1
grep/821 1 1 1 1 1 1 1 1 1
grep/6668 1 1 1 1 1 1 1 1 1
grep/6669 1 1 1 1 1 1 1 1 1
grep/820 1 1 1 1 1 1 1 1 1
grep/137 1 1 1 1 1 1 1 1 1
grep/136 1 1 1 1 1 1 1 1 1
grep/131 1 1 1 1 1 1 1 1 1
grep/130 1 1 1 1 1 1 1 1 1
grep/133 1 1 1 1 1 1 1 1 1
grep/8777 1 1 1 1 1 1 1 1 1
grep/132 1 1 1 1 1 1 1 1 1
grep/2563 1 1 1 1 1 1 1 1 1
grep/2562 1 1 1 1 1 1 1 1 1
grep/2561 1 1 1 1 1 1 1 1 1
grep/2560 1 1 1 1 1 1 1 1 1
grep/2567 1 1 1 1 1 1 1 1 1
grep/2566 1 1 1 1 1 1 1 1 1
grep/2565 1 1 1 1 1 1 1 1 1
grep/2564 1 1 1 1 1 1 1 1 1
grep/2569 1 1 1 1 1 1 1 1 1
grep/2568 1 1 1 1 1 1 1 1 1
grep/8772 1 1 1 1 1 1 1 1 1
grep/1919 1 1 1 1 1 1 1 1 1
grep/1918 1 1 1 1 1 1 1 1 1
grep/1913 1 1 1 1 1 1 1 1 1
grep/1912 1 1 1 1 1 1 1 1 1
grep/1911 1 1 1 1 1 1 1 1 1
grep/1910 1 1 1 1 1 1 1 1 1
grep/1917 1 1 1 1 1 1 1 1 1
grep/1916 1 1 1 1 1 1 1 1 1
grep/1915 1 1 1 1 1 1 1 1 1
grep/1914 1 1 1 1 1 1 1 1 1
grep/4244 1 1 1 1 1 1 1 1 1
grep/3965 1 1 1 1 1 1 1 1 1
grep/3966 1 1 1 1 1 1 1 1 1
grep/3967 1 1 1 1 1 1 1 1 1
grep/3216 1 1 1 1 1 1 1 1 1
grep/3961 1 1 1 1 1 1 1 1 1
grep/3214 1 1 1 1 1 1 1 1 1
grep/3215 1 1 1 1 1 1 1 1 1
grep/3218 1 1 1 1 1 1 1 1 1
grep/3219 1 1 1 1 1 1 1 1 1
grep/3968 1 1 1 1 1 1 1 1 1
grep/3969 1 1 1 1 1 1 1 1 1
grep/2716 1 1 1 1 1 1 1 1 1
grep/7187 1 1 1 1 1 1 1 1 1
grep/8879 1 1 1 1 1 1 1 1 1
grep/8878 1 1 1 1 1 1 1 1 1
grep/8877 1 1 1 1 1 1 1 1 1
grep/8876 1 1 1 1 1 1 1 1 1
grep/8875 1 1 1 1 1 1 1 1 1
grep/8874 1 1 1 1 1 1 1 1 1
grep/8871 1 1 1 1 1 1 1 1 1
grep/8870 1 1 1 1 1 1 1 1 1
grep/5117 1 1 1 1 1 1 1 1 1
grep/5116 1 1 1 1 1 1 1 1 1
grep/5115 1 1 1 1 1 1 1 1 1
grep/5114 1 1 1 1 1 1 1 1 1
grep/5113 1 1 1 1 1 1 1 1 1
grep/5112 1 1 1 1 1 1 1 1 1
grep/5111 1 1 1 1 1 1 1 1 1
grep/5110 1 1 1 1 1 1 1 1 1
grep/9478 1 1 1 1 1 1 1 1 1
grep/9479 1 1 1 1 1 1 1 1 1
grep/5119 1 1 1 1 1 1 1 1 1
grep/5118 1 1 1 1 1 1 1 1 1
grep/2369 1 1 1 1 1 1 1 1 1
grep/479 1 1 1 1 1 1 1 1 1
grep/474 1 1 1 1 1 1 1 1 1
grep/475 1 1 1 1 1 1 1 1 1
grep/476 1 1 1 1 1 1 1 1 1
grep/477 1 1 1 1 1 1 1 1 1
grep/470 1 1 1 1 1 1 1 1 1
grep/471 1 1 1 1 1 1 1 1 1
grep/472 1 1 1 1 1 1 1 1 1
grep/473 1 1 1 1 1 1 1 1 1
grep/6875 1 1 1 1 1 1 1 1 1
grep/6874 1 1 1 1 1 1 1 1 1
grep/6877 1 1 1 1 1 1 1 1 1
grep/6876 1 1 1 1 1 1 1 1 1
grep/6871 1 1 1 1 1 1 1 1 1
grep/6870 1 1 1 1 1 1 1 1 1
grep/6873 1 1 1 1 1 1 1 1 1
grep/6872 1 1 1 1 1 1 1 1 1
grep/5379 1 1 1 1 1 1 1 1 1
grep/5378 1 1 1 1 1 1 1 1 1
grep/5373 1 1 1 1 1 1 1 1 1
grep/5372 1 1 1 1 1 1 1 1 1
grep/5371 1 1 1 1 1 1 1 1 1
grep/5370 1 1 1 1 1 1 1 1 1
grep/5377 1 1 1 1 1 1 1 1 1
grep/5376 1 1 1 1 1 1 1 1 1
grep/5375 1 1 1 1 1 1 1 1 1
grep/5374 1 1 1 1 1 1 1 1 1
grep/7757 1 1 1 1 1 1 1 1 1
grep/690 1 1 1 1 1 1 1 1 1
grep/692 1 1 1 1 1 1 1 1 1
grep/693 1 1 1 1 1 1 1 1 1
grep/694 1 1 1 1 1 1 1 1 1
grep/695 1 1 1 1 1 1 1 1 1
grep/696 1 1 1 1 1 1 1 1 1
grep/697 1 1 1 1 1 1 1 1 1
grep/698 1 1 1 1 1 1 1 1 1
grep/7756 1 1 1 1 1 1 1 1 1
grep/9559 1 1 1 1 1 1 1 1 1
grep/7755 1 1 1 1 1 1 1 1 1
grep/6299 1 1 1 1 1 1 1 1 1
grep/6298 1 1 1 1 1 1 1 1 1
grep/6295 1 1 1 1 1 1 1 1 1
grep/6294 1 1 1 1 1 1 1 1 1
grep/6297 1 1 1 1 1 1 1 1 1
grep/6296 1 1 1 1 1 1 1 1 1
grep/5809 1 1 1 1 1 1 1 1 1
grep/5808 1 1 1 1 1 1 1 1 1
grep/5801 1 1 1 1 1 1 1 1 1
grep/5800 1 1 1 1 1 1 1 1 1
grep/5803 1 1 1 1 1 1 1 1 1
grep/5802 1 1 1 1 1 1 1 1 1
grep/5805 1 1 1 1 1 1 1 1 1
grep/5804 1 1 1 1 1 1 1 1 1
grep/5807 1 1 1 1 1 1 1 1 1
grep/5806 1 1 1 1 1 1 1 1 1
grep/1478 1 1 1 1 1 1 1 1 1
grep/1479 1 1 1 1 1 1 1 1 1
grep/1474 1 1 1 1 1 1 1 1 1
grep/1475 1 1 1 1 1 1 1 1 1
grep/1476 1 1 1 1 1 1 1 1 1
grep/1477 1 1 1 1 1 1 1 1 1
grep/1470 1 1 1 1 1 1 1 1 1
grep/1471 1 1 1 1 1 1 1 1 1
grep/1472 1 1 1 1 1 1 1 1 1
grep/1473 1 1 1 1 1 1 1 1 1
grep/6129 1 1 1 1 1 1 1 1 1
grep/6128 1 1 1 1 1 1 1 1 1
grep/6127 1 1 1 1 1 1 1 1 1
grep/6125 1 1 1 1 1 1 1 1 1
grep/6123 1 1 1 1 1 1 1 1 1
grep/6122 1 1 1 1 1 1 1 1 1
grep/6121 1 1 1 1 1 1 1 1 1
grep/6120 1 1 1 1 1 1 1 1 1
grep/3182 1 1 1 1 1 1 1 1 1
grep/3183 1 1 1 1 1 1 1 1 1
grep/3180 1 1 1 1 1 1 1 1 1
grep/3181 1 1 1 1 1 1 1 1 1
grep/3186 1 1 1 1 1 1 1 1 1
grep/3187 1 1 1 1 1 1 1 1 1
grep/3184 1 1 1 1 1 1 1 1 1
grep/3185 1 1 1 1 1 1 1 1 1
grep/3188 1 1 1 1 1 1 1 1 1
grep/3189 1 1 1 1 1 1 1 1 1
grep/1221 1 1 1 1 1 1 1 1 1
grep/1552 1 1 1 1 1 1 1 1 1
grep/9474 1 1 1 1 1 1 1 1 1
grep/1223 1 1 1 1 1 1 1 1 1
grep/8510 1 1 1 1 1 1 1 1 1
grep/1222 1 1 1 1 1 1 1 1 1
grep/1557 1 1 1 1 1 1 1 1 1
grep/1555 1 1 1 1 1 1 1 1 1
grep/1554 1 1 1 1 1 1 1 1 1
grep/9476 1 1 1 1 1 1 1 1 1
grep/7458 1 1 1 1 1 1 1 1 1
grep/2979 1 1 1 1 1 1 1 1 1
grep/9475 1 1 1 1 1 1 1 1 1
grep/2970 1 1 1 1 1 1 1 1 1
grep/2971 1 1 1 1 1 1 1 1 1
grep/2972 1 1 1 1 1 1 1 1 1
grep/2973 1 1 1 1 1 1 1 1 1
grep/2974 1 1 1 1 1 1 1 1 1
grep/2975 1 1 1 1 1 1 1 1 1
grep/7456 1 1 1 1 1 1 1 1 1
grep/7457 1 1 1 1 1 1 1 1 1
grep/997 1 1 1 1 1 1 1 1 1
grep/996 1 1 1 1 1 1 1 1 1
grep/995 1 1 1 1 1 1 1 1 0
grep/994 1 1 1 1 1 1 1 1 0
grep/993 1 1 1 1 1 1 1 1 1
grep/992 1 1 1 1 1 1 1 1 1
grep/991 1 1 1 1 1 1 1 1 1
grep/990 1 1 1 1 1 1 1 1 1
grep/9470 1 1 1 1 1 1 1 1 1
grep/7188 1 1 1 1 1 1 1 1 1
grep/998 1 1 1 1 1 1 1 1 1
grep/9472 1 1 1 1 1 1 1 1 1
grep/9473 1 1 1 1 1 1 1 1 1
grep/8473 1 1 1 1 1 1 1 1 1
grep/8472 1 1 1 1 1 1 1 1 1
grep/8471 1 1 1 1 1 1 1 1 1
grep/8470 1 1 1 1 1 1 1 1 1
grep/7238 1 1 1 1 1 1 1 1 1
grep/7239 1 1 1 1 1 1 1 1 1
grep/7988 1 1 1 1 1 1 1 1 1
grep/7989 1 1 1 1 1 1 1 1 1
grep/7986 1 1 1 1 1 1 1 1 1
grep/7235 1 1 1 1 1 1 1 1 1
grep/7236 1 1 1 1 1 1 1 1 1
grep/7237 1 1 1 1 1 1 1 1 1
grep/7982 1 1 1 1 1 1 1 1 1
grep/7231 1 1 1 1 1 1 1 1 1
grep/7232 1 1 1 1 1 1 1 1 1
grep/7233 1 1 1 1 1 1 1 1 1
grep/8006 1 1 1 1 1 1 1 1 1
grep/8475 1 1 1 1 1 1 1 1 1
grep/8007 1 1 1 1 1 1 1 1 1
grep/8474 1 1 1 1 1 1 1 1 1
grep/5584 1 1 1 1 1 1 1 1 1
grep/5585 1 1 1 1 1 1 1 1 1
grep/5586 1 1 1 1 1 1 1 1 1
grep/5587 1 1 1 1 1 1 1 1 1
grep/5580 1 1 1 1 1 1 1 1 1
grep/5581 1 1 1 1 1 1 1 1 1
grep/5582 1 1 1 1 1 1 1 1 1
grep/5583 1 1 1 1 1 1 1 1 1
grep/478 1 1 1 1 1 1 1 1 1
grep/5588 1 1 1 1 1 1 1 1 1
grep/5589 1 1 1 1 1 1 1 1 1
grep/2368 1 1 1 1 1 1 1 1 1
grep/8653 1 1 1 1 1 1 1 1 1
grep/8608 1 1 1 1 1 1 1 1 1
grep/4189 1 1 1 1 1 1 1 1 1
grep/2364 1 1 1 1 1 1 1 1 1
grep/4181 1 1 1 1 1 1 1 1 1
grep/8604 1 1 1 1 1 1 1 1 1
grep/2367 1 1 1 1 1 1 1 1 1
grep/8606 1 1 1 1 1 1 1 1 1
grep/8652 1 1 1 1 1 1 1 1 1
grep/2366 1 1 1 1 1 1 1 1 1
grep/2361 1 1 1 1 1 1 1 1 1
grep/2360 1 1 1 1 1 1 1 1 1
grep/2363 1 1 1 1 1 1 1 1 1
grep/811 1 1 1 1 1 1 1 1 1
grep/2362 1 1 1 1 1 1 1 1 1
grep/8651 1 1 1 1 1 1 1 1 1
grep/1113 1 1 1 1 1 1 1 1 1
grep/1112 1 1 1 1 1 1 1 1 1
grep/1111 1 1 1 1 1 1 1 1 1
grep/1110 1 1 1 1 1 1 1 1 1
grep/1117 1 1 1 1 1 1 1 1 1
grep/1116 1 1 1 1 1 1 1 1 1
grep/1115 1 1 1 1 1 1 1 1 1
grep/1114 1 1 1 1 1 1 1 1 1
grep/1119 1 1 1 1 1 1 1 1 1
grep/1118 1 1 1 1 1 1 1 1 1
grep/4983 1 1 1 1 1 1 1 1 1
grep/4982 1 1 1 1 1 1 1 1 1
grep/4981 1 1 1 1 1 1 1 1 1
grep/4980 1 1 1 1 1 1 1 1 1
grep/4987 1 1 1 1 1 1 1 1 1
grep/4986 1 1 1 1 1 1 1 1 1
grep/4985 1 1 1 1 1 1 1 1 1
grep/4768 1 1 1 1 1 1 1 1 1
grep/4767 1 1 1 1 1 1 1 1 1
grep/4766 1 1 1 1 1 1 1 1 1
grep/4765 1 1 1 1 1 1 1 1 1
grep/4988 1 1 1 1 1 1 1 1 1
grep/4763 1 1 1 1 1 1 1 1 1
grep/4762 1 1 1 1 1 1 1 1 1
grep/4761 1 1 1 1 1 1 1 1 1
grep/4760 1 1 1 1 1 1 1 1 1
grep/9739 1 1 1 1 1 1 1 1 1
grep/9738 1 1 1 1 1 1 1 1 1
grep/9737 1 1 1 1 1 1 1 1 1
grep/9736 1 1 1 1 1 1 1 1 1
grep/9735 1 1 1 1 1 1 1 1 1
grep/9734 1 1 1 1 1 1 1 1 1
grep/9733 1 1 1 1 1 1 1 1 1
grep/9732 1 1 1 1 1 1 1 1 1
grep/9731 1 1 1 1 1 1 1 1 1
grep/9730 1 1 1 1 1 1 1 1 1
grep/8657 1 1 1 1 1 1 1 1 1
grep/8656 1 1 1 1 1 1 1 1 1
grep/1965 1 1 1 1 1 1 1 1 1
grep/8655 1 1 1 1 1 1 1 1 1
grep/7650 1 1 1 1 1 1 1 1 1
grep/6462 1 1 1 1 1 1 1 1 1
grep/6463 1 1 1 1 1 1 1 1 1
grep/6460 1 1 1 1 1 1 1 1 1
grep/6461 1 1 1 1 1 1 1 1 1
grep/6466 1 1 1 1 1 1 1 1 1
grep/6464 1 1 1 1 1 1 1 1 1
grep/6465 1 1 1 1 1 1 1 1 1
grep/6468 1 1 1 1 1 1 1 1 1
grep/6469 1 1 1 1 1 1 1 1 1
grep/7651 1 1 1 1 1 1 1 1 1
grep/4252 1 1 1 1 1 1 1 1 1
grep/9466 1 1 1 1 1 1 1 1 1
grep/2116 1 1 1 1 1 1 1 1 1
grep/2117 1 1 1 1 1 1 1 1 1
grep/2114 1 1 1 1 1 1 1 1 1
grep/2115 1 1 1 1 1 1 1 1 1
grep/2112 1 1 1 1 1 1 1 1 1
grep/2113 1 1 1 1 1 1 1 1 1
grep/2110 1 1 1 1 1 1 1 1 1
grep/2111 1 1 1 1 1 1 1 1 1
grep/2118 1 1 1 1 1 1 1 1 1
grep/2119 1 1 1 1 1 1 1 1 1
grep/6606 1 1 1 1 1 1 1 1 1
grep/6607 1 1 1 1 1 1 1 1 1
grep/6604 1 1 1 1 1 1 1 1 1
grep/6605 1 1 1 1 1 1 1 1 1
grep/6602 1 1 1 1 1 1 1 1 1
grep/6603 1 1 1 1 1 1 1 1 1
grep/6600 1 1 1 1 1 1 1 1 1
grep/6601 1 1 1 1 1 1 1 1 1
grep/6608 1 1 1 1 1 1 1 1 1
grep/4250 1 1 1 1 1 1 1 1 1
grep/8659 1 1 1 1 1 1 1 1 1
grep/10169 1 1 1 1 1 1 1 1 1
grep/10168 1 1 1 1 1 1 1 1 1
grep/10161 1 1 1 1 1 1 1 1 1
grep/10160 1 1 1 1 1 1 1 1 1
grep/10163 1 1 1 1 1 1 1 1 1
grep/10162 1 1 1 1 1 1 1 1 1
grep/10165 1 1 1 1 1 1 1 1 1
grep/10164 1 1 1 1 1 1 1 1 1
grep/10167 1 1 1 1 1 1 1 1 1
grep/10166 1 1 1 1 1 1 1 1 1
grep/7133 1 1 1 1 1 1 1 1 1
grep/923 1 1 1 1 1 1 1 1 1
grep/920 1 1 1 1 1 1 1 1 1
grep/921 1 1 1 1 1 1 1 1 1
grep/926 1 1 1 1 1 1 1 1 1
grep/4256 1 1 1 1 1 1 1 1 1
grep/927 1 1 1 1 1 1 1 1 1
grep/924 1 1 1 1 1 1 1 1 1
grep/925 1 1 1 1 1 1 1 1 1
grep/9465 1 1 1 1 1 1 1 1 1
grep/928 1 1 1 1 1 1 1 1 1
grep/3649 1 1 1 1 1 1 1 1 1
grep/3648 1 1 1 1 1 1 1 1 1
grep/929 1 1 1 1 1 1 1 1 1
grep/3641 0 0 0 0 0 0 1 1 0
grep/3640 1 1 1 1 1 1 1 1 1
grep/3642 0 0 0 0 0 0 1 1 0
grep/3645 0 0 0 0 0 0 1 1 0
grep/3647 0 0 0 0 0 0 1 1 0
grep/4254 1 1 1 1 1 1 1 1 1
grep/7991 1 1 1 1 1 1 1 1 1
grep/4642 1 1 1 1 1 1 1 1 1
grep/7990 1 1 1 1 1 1 1 1 1
grep/8758 1 1 1 1 1 1 1 1 1
