ktestWM inum.new-O0-out/Dev-out-0/devtest.ktest inum.new-O1-out/Dev-out-0/devtest.ktest inum.new-O2-out/Dev-out-0/devtest.ktest inum.new-O3-out/Dev-out-0/devtest.ktest inum.old-O0-out/Dev-out-0/devtest.ktest inum.old-O1-out/Dev-out-0/devtest.ktest inum.old-O2-out/Dev-out-0/devtest.ktest inum.old-O3-out/Dev-out-0/devtest.ktest links.new-O0-out/Dev-out-0/devtest.ktest links.new-O1-out/Dev-out-0/devtest.ktest links.new-O2-out/Dev-out-0/devtest.ktest links.new-O3-out/Dev-out-0/devtest.ktest links.old-O0-out/Dev-out-0/devtest.ktest links.old-O1-out/Dev-out-0/devtest.ktest links.old-O2-out/Dev-out-0/devtest.ktest links.old-O3-out/Dev-out-0/devtest.ktest regression.sh-out/Dev-out-0/devtest.ktest
find/22612 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22611 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22610 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22617 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16605 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22615 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12982 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16604 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23457 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1
find/20886 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9798 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9792 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9793 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9790 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9791 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9796 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9797 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9794 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9795 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20882 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20883 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8221 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8220 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8223 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1351 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8225 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1357 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1354 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1355 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8229 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8228 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1358 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1359 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18029 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18028 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3268 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19423 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3260 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3263 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3264 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3265 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3266 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3267 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19421 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19426 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19955 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19425 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1177 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1174 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1175 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1172 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1173 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1170 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1171 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21425 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21424 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21427 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21426 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21421 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21420 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1178 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18112 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3196 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3197 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3194 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3195 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3192 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3193 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3190 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/7689 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/7680 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/5749 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22533 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5748 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21397 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21396 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19778 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18116 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21393 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21392 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19958 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19959 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19772 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18111 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19770 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19771 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19776 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19777 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19774 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18110 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13119 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22530 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18113 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13448 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13449 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13110 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13111 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13112 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13113 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13114 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13115 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13116 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5741 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17589 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5740 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5743 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22531 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5742 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5745 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15994 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23592 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5747 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5746 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7028 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7029 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7022 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7023 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7020 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7021 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7026 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7027 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7024 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7025 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25090 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25092 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25093 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25094 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25095 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25096 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25098 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25099 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15992 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23590 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18655 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15993 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14460 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14463 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/14466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/178 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15990 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20116 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20115 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20112 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20113 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20110 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20111 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15840 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15841 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15842 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15843 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15844 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15845 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15846 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15847 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15848 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15991 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/7801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7802 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7803 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/174 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7805 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/3851 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7807 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17581 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18230 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18231 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18232 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18235 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18236 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18237 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18238 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18239 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6319 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6318 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6649 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6648 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24988 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6313 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6312 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6647 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6641 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6316 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6315 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6314 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20959 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23139 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23138 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23134 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23137 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23136 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23131 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23130 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23133 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24853 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17915 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17916 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17917 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17910 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17911 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17912 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17913 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20805 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20806 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20807 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17918 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17919 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20802 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20803 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24982 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19950 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24985 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20957 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24987 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24986 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25017 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18494 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18495 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18492 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6578 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19540 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19543 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19542 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19545 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19544 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19547 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19546 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/15708 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18518 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5669 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9899 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9898 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5848 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5846 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5847 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5844 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5845 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5842 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5843 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5840 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5841 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8059 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6108 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8052 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8053 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8050 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6109 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8056 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18658 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8054 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8055 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22478 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6106 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6107 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6574 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6104 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6105 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6102 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20513 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17163 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6101 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19951 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23358 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12633 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12630 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12635 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12639 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18444 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16742 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16740 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16741 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13645 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20511 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23350 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1
find/13327 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13326 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13325 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13324 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13323 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13321 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13640 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18443 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13329 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13328 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14674 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14676 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14670 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13642 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/14672 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/544 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13643 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/547 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
